ID,type,name,enter_datetime,exit_datetime,distance,time,speed,type_point,order_trip,total_load,barge_ids,order_distance,order_time,barge_speed,order_arrival_time,tugboat_id,order_id,water_type
Barge,Barge Step Collection,Collecting Barge - b44,00:00.0,30:00.0,0,0,0,main_point,1,9500,"b43,b44,b45",,,,,tbs1,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b45,30:00.0,00:00.0,0,0,0,main_point,1,9500,"b43,b44,b45",,,,,tbs1,o2,Sea
o2,Start Order,carrier2,15:00.0,15:00.0,5.240947497,,9.878571429,main_point,1,9500,"b43,b44,b45",,,,,tbs1,o2,Sea
o2,Crane-Carrier,cr1 - b44,15:00.0,08:41.1,0,,380,main_point,1,9500,"b43,b44,b45",,,,,tbs1,o2,Sea
o2,Crane-Carrier,cr4 - b43,15:00.0,49:44.2,0,,380,main_point,1,9500,"b43,b44,b45",,,,,tbs1,o2,Sea
o2,Crane-Carrier,cr2 - b45,15:00.0,23:34.3,0,,350,main_point,1,9500,"b43,b44,b45",,,,,tbs1,o2,Sea
s2,Appointment,3-Bang Hua Suea Pier,00:00.0,15:00.0,64.46773861,,8.164285714,main_point,1,9500,"b43,b44,b45",,,,,tbs1,o2,Sea
Start,Start,Start,15:00.0,15:00.0,0,0,0,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
Barge,Barge Collection,Barge Location,45:00.0,15:00.0,20,1.666666667,12,main_point,2,11000,"b40,b57,b58,b59",63.79308491,6.944442426,9.186206897,1/17/2025 15:15,tbs1,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b40,45:00.0,45:00.0,20,1.666666667,12,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b57,45:00.0,30:00.0,15,1.329243354,11.28461538,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b58,30:00.0,00:00.0,0,0,0,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b59,00:00.0,30:00.0,0,0,0,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
o2,Start Order,carrier2,15:00.0,15:00.0,63.79308491,,9.186206897,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
o2,Crane-Carrier,cr1 - b40,15:00.0,08:41.1,0,,380,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
o2,Crane-Carrier,cr4 - b58,15:00.0,08:41.1,0,,380,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
o2,Crane-Carrier,cr2 - b57,15:00.0,23:34.3,0,,350,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
o2,Crane-Carrier,cr5 - b59,15:00.0,40:42.9,0,,350,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
s2,Appointment,3-Bang Hua Suea Pier,00:00.0,45:00.0,64.46773861,,7.324137931,main_point,2,11000,"b40,b57,b58,b59",,,,,tbs1,o2,Sea
Start,Start,Start,30:00.0,30:00.0,0,0,0,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
Barge,Barge Collection,Barge Location,30:00.0,45:00.0,59.65642859,4.971369049,12,main_point,1,13000,"b46,b47,b48,b49",5.240947497,0.567425418,9.236363636,1/16/2025 14:30,tbs2,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b46,30:00.0,00:00.0,59.65642859,4.971369049,12,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b47,00:00.0,30:00.0,0,0,0,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b48,30:00.0,00:00.0,0,0,0,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b49,00:00.0,30:00.0,0,0,0,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
o2,Start Order,carrier2,30:00.0,30:00.0,5.240947497,,9.236363636,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
o2,Crane-Carrier,cr1 - b46,30:00.0,23:41.1,0,,380,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
o2,Crane-Carrier,cr4 - b48,30:00.0,23:41.1,0,,380,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
o2,Crane-Carrier,cr2 - b47,30:00.0,38:34.3,0,,350,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
o2,Crane-Carrier,cr5 - b49,30:00.0,38:34.3,0,,350,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
s2,Appointment,3-Bang Hua Suea Pier,15:00.0,00:00.0,64.46773861,,7.236363636,main_point,1,13000,"b46,b47,b48,b49",,,,,tbs2,o2,Sea
Start,Start,Start,00:00.0,00:00.0,0,0,0,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
Barge,Barge Collection,Barge Location,45:00.0,45:00.0,20,1.818181818,11,main_point,1,13000,"b50,b17,b18,b19",48.79308491,5.762962784,8.466666667,1/14/2025 12:45,tbs4,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b17,45:00.0,00:00.0,20,1.818181818,11,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b18,00:00.0,00:00.0,5,0.482703138,10.35833333,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b19,00:00.0,00:00.0,5,0.514266755,9.722580645,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b50,00:00.0,15:00.0,44.65642859,4.911516463,9.0921875,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
o2,Start Order,carrier2,45:00.0,00:00.0,48.79308491,,8.466666667,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
o2,Crane-Carrier,cr3 - b50,45:00.0,45:00.0,0,,300,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
o2,Crane-Carrier,cr6 - b18,45:00.0,45:00.0,0,,300,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
o2,Crane-Carrier,cr2 - b17,53:34.3,02:08.6,0,,350,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
o2,Crane-Carrier,cr5 - b19,53:34.3,02:08.6,0,,350,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
s2,Appointment,3-Bang Hua Suea Pier,30:00.0,15:00.0,64.46773861,,6.633333333,main_point,1,13000,"b50,b17,b18,b19",,,,,tbs4,o2,Sea
Start,Start,Start,00:00.0,00:00.0,0,0,0,main_point,1,13000,"b20,b37,b38,b39",,,,,tbs5,o2,Sea
Barge,Barge Collection,Barge Location,00:00.0,30:00.0,20,1.818181818,11,main_point,1,13000,"b20,b37,b38,b39",48.79308491,5.762962784,8.466666667,1/14/2025 8:30,tbs5,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b20,00:00.0,15:00.0,20,1.818181818,11,main_point,1,13000,"b20,b37,b38,b39",,,,,tbs5,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b37,15:00.0,15:00.0,5,0.482703138,10.35833333,main_point,1,13000,"b20,b37,b38,b39",,,,,tbs5,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b38,15:00.0,15:00.0,5,0.514266755,9.722580645,main_point,1,13000,"b20,b37,b38,b39",,,,,tbs5,o2,Sea
Barge,Barge Step Collection,Collecting Barge - b39,15:00.0,15:00.0,5,0.549922667,9.0921875,main_point,1,13000,"b20,b37,b38,b39",,,,,tbs5,o2,Sea
o2,Start Order,carrier2,30:00.0,00:00.0,48.79308491,,8.466666667,main_point,1,13000,"b20,b37,b38,b39",,,,,tbs5,o2,Sea
o2,Crane-Carrier,cr1 - b20,30:00.0,23:41.1,0,,380,main_point,1,13000,"b20,b37,b38,b39",,,,,tbs5,o2,Sea
