ID,type,name,enter_datetime,exit_datetime,rest_time,start_arrival_datetime,distance,time,speed,type_point,barge_ids,total_load,total_load_v2,order_distance,barge_speed,order_arrival_time,tugboat_id,order_id,water_type
ST_014,Barge Release,Release Barges (B_010 - B_081 - B_061),2025-01-23 05:37:11.363957,2025-01-23 07:07:11.363957,0.0,2025-01-23 05:37:11.363957,0.0,90.0,0.0,main_point,,0,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Barge Step Release,Barge Releasing (B_010),2025-01-23 05:37:11.363957,2025-01-23 06:07:11.363957,0.0,2025-01-23 05:37:11.363957,0.0,0.5,0.0,release_point,"B_081,B_061",5400,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Barge Step Release,Barge Releasing (B_081),2025-01-23 06:07:11.363957,2025-01-23 06:37:11.363957,0.0,2025-01-23 06:07:11.363957,0.0,0.5,0.0,release_point,B_061,2250,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Travel,Barge Step Release,Barge Releasing (B_061),2025-01-23 06:37:11.363957,2025-01-23 07:07:11.363957,0.0,2025-01-23 06:37:11.363957,0.0,0.5,0.0,release_point,,0,0,0.0,0.0,0,SeaTB_01,ODR_001,Sea
Start,Start,Start at ST_014,2025-01-18 22:15:00.000000,2025-01-18 22:15:00.000000,0.0,2025-01-18 22:15:00.000000,0.0,0.0,0.0,main_point,,0,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
Barge,Barge Collection,Barge Location,2025-01-18 22:15:00.000000,2025-01-19 17:45:00.000000,0.0,2025-01-18 22:15:00.000000,66.5,0.0,12.0,main_point,"B_046,B_047,B_096,B_069,B_036",2000,0,0.0,0.0,2025-01-19 17:50:00,SeaTB_08,ODR_001,Sea
Barge,Barge Step Collection,Collecting Barge - B_046 - (ST_014 to ST_001),2025-01-19 07:20:00.000000,2025-01-19 12:52:30.000000,0.0,2025-01-19 07:20:00.000000,66.5,5.541666666666667,12.0,travel_point,B_046,400,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
Barge,Barge Step Collection,Collecting Barge - B_047 - (ST_001 to ST_001),2025-01-19 13:12:30.000000,2025-01-19 13:12:30.000000,0.0,2025-01-19 13:12:30.000000,0.0,0.0,0.0,travel_point,"B_046,B_047",800,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
Barge,Barge Step Collection,Collecting Barge - B_096 - (ST_001 to ST_001),2025-01-19 13:32:30.000000,2025-01-19 13:32:30.000000,0.0,2025-01-19 13:32:30.000000,0.0,0.0,0.0,travel_point,"B_046,B_047,B_096",1200,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
Barge,Barge Step Collection,Collecting Barge - B_069 - (ST_001 to ST_001),2025-01-19 13:52:30.000000,2025-01-19 13:52:30.000000,0.0,2025-01-19 13:52:30.000000,0.0,0.0,0.0,travel_point,"B_046,B_047,B_096,B_069",1600,0,0.0,0.0,0,SeaTB_08,ODR_001,Sea
